08/01/2016,00:00,AUS,83926,500
08/02/2016,00:00,DFW,74930,500
08/03/2016,00:00,DFW,42012,500
08/04/2016,00:00,DFW,19852,500
08/05/2016,00:00,DFW,23026,500
08/06/2016,00:00,AUS,70507,500
08/07/2016,00:00,HOU,52153,500
08/08/2016,00:00,DFW,51763,500
08/09/2016,00:00,HOU,33187,500
08/10/2016,00:00,DFW,96111,500
08/11/2016,00:00,DFW,11192,500
08/12/2016,00:00,HOU,43468,500
08/13/2016,00:00,DFW,14774,500
08/14/2016,00:00,AUS,73487,500
08/15/2016,00:00,AUS,59095,500
08/16/2016,00:00,DFW,42915,500
08/17/2016,00:00,AUS,23509,500
08/18/2016,00:00,HOU,51899,500
08/19/2016,00:00,DFW,33366,500
08/20/2016,00:00,AUS,82447,500
08/21/2016,00:00,DFW,70085,500
08/22/2016,00:00,HOU,98204,500
08/23/2016,00:00,AUS,18871,500
08/24/2016,00:00,AUS,75123,500
08/25/2016,00:00,HOU,64523,500
08/26/2016,00:00,HOU,60662,500
08/27/2016,00:00,DFW,81690,500
08/28/2016,00:00,HOU,37038,500
08/29/2016,00:00,HOU,72713,500
08/30/2016,00:00,HOU,63816,500
08/31/2016,00:00,DFW,79087,500
09/01/2016,00:00,AUS,74786,500
09/02/2016,00:00,AUS,66802,500
09/03/2016,00:00,AUS,57040,500
09/04/2016,00:00,AUS,13572,500
09/05/2016,00:00,HOU,77587,500
09/06/2016,00:00,AUS,61322,500
09/07/2016,00:00,DFW,80283,500
09/08/2016,00:00,HOU,10904,500
09/09/2016,00:00,HOU,63186,500
09/10/2016,00:00,AUS,90759,500
09/11/2016,00:00,AUS,73394,500
09/12/2016,00:00,DFW,88609,500
09/13/2016,00:00,HOU,87236,500
09/14/2016,00:00,HOU,50157,500
09/15/2016,00:00,DFW,72910,500
09/16/2016,00:00,DFW,13644,500
09/17/2016,00:00,DFW,32172,500
09/18/2016,00:00,AUS,15843,500
09/19/2016,00:00,HOU,68739,500
09/20/2016,00:00,DFW,28083,500
09/21/2016,00:00,AUS,34147,500
09/22/2016,00:00,HOU,14327,500
09/23/2016,00:00,AUS,22660,500
09/24/2016,00:00,HOU,47028,500
09/25/2016,00:00,AUS,28720,500
09/26/2016,00:00,DFW,12829,500
09/27/2016,00:00,AUS,73603,500
09/28/2016,00:00,DFW,99731,500
09/29/2016,00:00,DFW,57139,500
09/30/2016,00:00,HOU,90625,500
10/01/2016,00:00,AUS,61079,500
10/02/2016,00:00,HOU,24913,500
10/03/2016,00:00,DFW,26584,500
10/04/2016,00:00,HOU,76261,500
10/05/2016,00:00,AUS,22485,500
10/06/2016,00:00,DFW,33128,500
10/07/2016,00:00,HOU,15173,500
10/08/2016,00:00,AUS,57208,500
10/09/2016,00:00,DFW,56628,500
10/10/2016,00:00,DFW,46535,500
10/11/2016,00:00,DFW,45758,500
10/12/2016,00:00,HOU,25274,500
10/13/2016,00:00,HOU,94489,500
10/14/2016,00:00,DFW,78477,500
10/15/2016,00:00,HOU,34562,500
10/16/2016,00:00,AUS,60052,500
10/17/2016,00:00,AUS,57291,500
10/18/2016,00:00,DFW,23401,500
10/19/2016,00:00,AUS,43935,500
10/20/2016,00:00,AUS,26380,500
10/21/2016,00:00,DFW,56747,500
10/22/2016,00:00,HOU,58818,500
10/23/2016,00:00,AUS,81874,500
10/24/2016,00:00,HOU,21694,500
10/25/2016,00:00,DFW,99914,500
10/26/2016,00:00,HOU,84476,500
10/27/2016,00:00,DFW,33253,500
10/28/2016,00:00,DFW,83759,500
10/29/2016,00:00,DFW,75952,500
10/30/2016,00:00,DFW,34503,500
10/31/2016,00:00,AUS,26094,500
11/01/2016,00:00,HOU,34829,500
11/02/2016,00:00,DFW,99933,500
11/03/2016,00:00,AUS,58404,500
11/04/2016,00:00,HOU,95534,500
11/05/2016,00:00,DFW,87943,500
11/06/2016,00:00,AUS,24406,500
11/07/2016,00:00,DFW,31359,500
11/08/2016,00:00,HOU,22100,500
11/09/2016,00:00,AUS,83021,500
11/10/2016,00:00,AUS,85303,500
11/11/2016,00:00,HOU,71590,500
11/12/2016,00:00,DFW,12018,500
11/13/2016,00:00,DFW,53987,500
11/14/2016,00:00,AUS,11084,500
11/15/2016,00:00,AUS,93917,500
11/16/2016,00:00,HOU,90568,500
11/17/2016,00:00,AUS,68135,500
11/18/2016,00:00,AUS,93798,500
11/19/2016,00:00,DFW,27286,500
11/20/2016,00:00,DFW,55403,500
11/21/2016,00:00,AUS,15820,500
11/22/2016,00:00,HOU,36357,500
11/23/2016,00:00,AUS,75732,500
11/24/2016,00:00,AUS,73609,500
11/25/2016,00:00,DFW,20486,500
11/26/2016,00:00,DFW,49560,500
11/27/2016,00:00,HOU,51160,500
11/28/2016,00:00,DFW,88098,500
11/29/2016,00:00,AUS,74442,500
11/30/2016,00:00,AUS,99019,500
12/01/2016,00:00,HOU,49644,500
12/02/2016,00:00,DFW,43879,500
12/03/2016,00:00,HOU,65144,500
12/04/2016,00:00,HOU,88643,500
12/05/2016,00:00,AUS,86121,500
12/06/2016,00:00,HOU,94459,500
12/07/2016,00:00,AUS,34286,500
12/08/2016,00:00,AUS,72239,500
12/09/2016,00:00,DFW,79685,500
12/10/2016,00:00,HOU,50454,500
12/11/2016,00:00,AUS,94006,500
12/12/2016,00:00,AUS,10041,500
12/13/2016,00:00,HOU,41972,500
12/14/2016,00:00,DFW,57908,500
12/15/2016,00:00,AUS,48983,500
12/16/2016,00:00,DFW,70764,500
12/17/2016,00:00,AUS,32256,500
12/18/2016,00:00,HOU,74862,500
12/19/2016,00:00,HOU,27911,500
12/20/2016,00:00,AUS,18701,500
12/21/2016,00:00,DFW,82299,500
12/22/2016,00:00,AUS,91710,500
12/23/2016,00:00,HOU,94251,500
12/24/2016,00:00,AUS,33115,500
12/25/2016,00:00,DFW,86862,500
12/26/2016,00:00,DFW,49042,500
12/27/2016,00:00,AUS,93116,500
12/28/2016,00:00,AUS,64113,500
12/29/2016,00:00,DFW,50973,500
12/30/2016,00:00,AUS,79306,500
12/31/2016,00:00,AUS,97798,500
11/20/2015,02:00,AMA,42917,500
11/21/2015,02:00,BPT,46155,500
11/22/2015,02:00,AMA,51063,500
11/23/2015,02:00,AMA,42768,500
11/24/2015,02:00,ABI,82688,500
11/25/2015,02:00,ABI,26853,500
11/26/2015,02:00,AMA,39592,500
11/27/2015,02:00,BPT,54809,500
11/28/2015,02:00,BPT,45592,500
11/29/2015,02:00,ABI,58337,500
11/30/2015,02:00,ABI,13751,500
12/01/2015,02:00,BPT,50888,500
12/02/2015,02:00,AMA,75715,500
12/03/2015,02:00,AMA,50318,500
12/04/2015,02:00,ABI,86377,500
12/05/2015,02:00,BPT,38140,500
12/06/2015,02:00,AMA,54626,500
12/07/2015,02:00,BPT,21646,500
12/08/2015,02:00,BPT,36010,500
12/09/2015,02:00,ABI,61074,500
12/10/2015,02:00,BPT,52625,500
12/11/2015,02:00,BPT,28725,500
12/12/2015,02:00,ABI,90472,500
12/13/2015,02:00,BPT,97849,500
12/14/2015,02:00,BPT,31622,500
12/15/2015,02:00,ABI,76523,500
12/16/2015,02:00,ABI,27539,500
12/17/2015,02:00,AMA,97792,500
12/18/2015,02:00,ABI,98885,500
12/19/2015,02:00,AMA,21896,500
12/20/2015,02:00,AMA,15536,500
12/21/2015,02:00,ABI,96056,500
12/22/2015,02:00,ABI,31377,500
12/23/2015,02:00,AMA,34063,500
12/24/2015,02:00,BPT,77605,500
12/25/2015,02:00,AMA,19154,500
12/26/2015,02:00,ABI,31653,500
12/27/2015,02:00,ABI,38984,500
12/28/2015,02:00,ABI,59394,500
12/29/2015,02:00,AMA,82108,500
12/30/2015,02:00,AMA,52776,500
12/31/2015,02:00,BPT,93901,500
01/01/2016,02:00,ABI,59659,500
01/02/2016,02:00,AMA,81036,500
01/03/2016,02:00,AMA,97271,500
01/04/2016,02:00,BPT,43122,500
01/05/2016,02:00,AMA,66594,500
01/06/2016,02:00,AMA,29960,500
01/07/2016,02:00,BPT,22526,500
01/08/2016,02:00,ABI,88731,500
01/09/2016,02:00,AMA,36673,500
01/10/2016,02:00,ABI,77217,500
01/11/2016,02:00,AMA,88178,500
01/12/2016,02:00,BPT,37356,500
01/13/2016,02:00,BPT,84637,500
01/14/2016,02:00,AMA,23311,500
01/15/2016,02:00,AMA,81236,500
01/16/2016,02:00,AMA,69917,500
01/17/2016,02:00,BPT,13208,500
01/18/2016,02:00,AMA,10110,500
01/19/2016,02:00,BPT,77194,500
01/20/2016,02:00,AMA,94208,500
01/21/2016,02:00,ABI,75474,500
01/22/2016,02:00,BPT,25426,500
01/23/2016,02:00,ABI,30775,500
01/24/2016,02:00,ABI,12978,500
01/25/2016,02:00,BPT,33527,500
01/26/2016,02:00,AMA,65414,500
01/27/2016,02:00,ABI,56031,500
01/28/2016,02:00,BPT,41553,500
01/29/2016,02:00,ABI,60832,500
01/30/2016,02:00,AMA,73664,500
01/31/2016,02:00,BPT,11637,500
02/01/2016,02:00,AMA,77189,500
02/02/2016,02:00,AMA,61136,500
02/03/2016,02:00,BPT,84441,500
02/04/2016,02:00,ABI,54418,500
02/05/2016,02:00,AMA,67493,500
02/06/2016,02:00,ABI,70946,500
02/07/2016,02:00,BPT,78283,500
02/08/2016,02:00,BPT,44506,500
02/09/2016,02:00,AMA,18770,500
02/10/2016,02:00,BPT,95999,500
02/11/2016,02:00,AMA,12216,500
02/12/2016,02:00,AMA,85640,500
02/13/2016,02:00,AMA,58850,500
02/14/2016,02:00,BPT,58278,500
02/15/2016,02:00,ABI,70470,500
02/16/2016,02:00,BPT,42823,500
02/17/2016,02:00,AMA,85534,500
02/18/2016,02:00,AMA,72099,500
02/19/2016,02:00,AMA,60137,500
02/20/2016,02:00,BPT,97460,500
02/21/2016,02:00,BPT,47700,500
02/22/2016,02:00,BPT,14981,500
02/23/2016,02:00,ABI,46847,500
02/24/2016,02:00,AMA,13341,500
02/25/2016,02:00,BPT,31630,500
02/26/2016,02:00,AMA,84747,500
02/27/2016,02:00,BPT,92580,500
02/28/2016,02:00,AMA,57451,500
02/29/2016,02:00,BPT,23281,500
03/01/2016,02:00,AMA,14684,500
03/02/2016,02:00,BPT,61951,500
03/03/2016,02:00,ABI,24089,500
03/04/2016,02:00,AMA,50006,500
03/05/2016,02:00,AMA,83424,500
03/06/2016,02:00,AMA,53436,500
03/07/2016,02:00,BPT,37252,500
03/08/2016,02:00,BPT,52295,500
03/09/2016,02:00,ABI,92540,500
03/10/2016,02:00,ABI,15935,500
03/11/2016,02:00,ABI,92776,500
03/12/2016,02:00,AMA,30546,500
03/13/2016,02:00,AMA,61942,500
03/14/2016,02:00,ABI,13447,500
03/15/2016,02:00,AMA,55518,500
03/16/2016,02:00,BPT,20915,500
03/17/2016,02:00,BPT,92780,500
03/18/2016,02:00,ABI,83387,500
03/19/2016,02:00,AMA,53897,500
03/20/2016,02:00,BPT,14573,500
03/21/2016,02:00,AMA,19035,500
03/22/2016,02:00,ABI,44715,500
03/23/2016,02:00,ABI,61804,500
03/24/2016,02:00,ABI,36374,500
03/25/2016,02:00,ABI,94634,500
03/26/2016,02:00,AMA,61620,500
03/27/2016,02:00,AMA,74521,500
03/28/2016,02:00,AMA,65048,500
03/29/2016,02:00,BPT,47633,500
03/30/2016,02:00,BPT,90915,500
03/31/2016,02:00,AMA,45832,500
04/01/2016,02:00,ABI,88256,500
04/02/2016,02:00,ABI,11613,500
04/03/2016,02:00,AMA,67207,500
04/04/2016,02:00,AMA,20357,500
04/05/2016,02:00,ABI,89850,500
04/06/2016,02:00,BPT,39306,500
04/07/2016,02:00,ABI,27518,500
04/08/2016,02:00,AMA,18837,500
04/09/2016,02:00,AMA,37429,500
04/10/2016,02:00,ABI,64229,500
04/11/2016,02:00,BPT,90571,500
04/12/2016,02:00,BPT,19110,500
04/13/2016,02:00,ABI,32528,500
04/14/2016,02:00,AMA,84137,500
04/15/2016,02:00,AMA,28205,500
04/16/2016,02:00,BPT,98830,500
04/17/2016,02:00,BPT,42712,500
04/18/2016,02:00,AMA,26030,500
04/19/2016,02:00,AMA,42703,500
04/20/2016,02:00,AMA,31927,500
04/21/2016,02:00,ABI,32205,500
04/22/2016,02:00,BPT,99129,500
04/23/2016,02:00,ABI,53434,500
04/24/2016,02:00,BPT,58035,500
04/25/2016,02:00,BPT,26467,500
04/26/2016,02:00,BPT,71595,500
04/27/2016,02:00,AMA,99065,500
04/28/2016,02:00,AMA,69330,500
04/29/2016,02:00,AMA,73602,500
04/30/2016,02:00,ABI,14029,500
05/01/2016,02:00,ABI,56185,500
05/02/2016,02:00,AMA,49053,500
05/03/2016,02:00,AMA,69342,500
05/04/2016,02:00,AMA,29237,500
05/05/2016,02:00,ABI,90864,500
05/06/2016,02:00,AMA,80080,500
05/07/2016,02:00,BPT,47850,500
05/08/2016,02:00,AMA,78768,500
05/09/2016,02:00,AMA,24204,500
05/10/2016,02:00,AMA,51946,500
05/11/2016,02:00,BPT,91027,500
05/12/2016,02:00,ABI,89316,500
05/13/2016,02:00,AMA,29238,500
05/14/2016,02:00,AMA,37572,500
05/15/2016,02:00,ABI,43790,500
05/16/2016,02:00,BPT,39922,500
05/17/2016,02:00,ABI,79946,500
05/18/2016,02:00,ABI,80634,500
05/19/2016,02:00,AMA,78177,500
05/20/2016,02:00,ABI,71721,500
05/21/2016,02:00,ABI,18188,500
05/22/2016,02:00,AMA,95627,500
05/23/2016,02:00,ABI,48474,500
05/24/2016,02:00,ABI,12701,500
05/25/2016,02:00,BPT,33787,500
05/26/2016,02:00,ABI,56460,500
05/27/2016,02:00,BPT,75334,500
05/28/2016,02:00,BPT,57706,500
05/29/2016,02:00,AMA,29196,500
05/30/2016,02:00,BPT,94749,500
05/31/2016,02:00,AMA,78011,500
06/01/2016,02:00,BPT,85304,500
06/02/2016,02:00,AMA,50317,500
06/03/2016,02:00,ABI,53314,500
06/04/2016,02:00,ABI,20879,500
06/05/2016,02:00,ABI,62226,500
06/06/2016,02:00,BPT,39365,500
06/07/2016,02:00,BPT,77821,500
06/08/2016,02:00,AMA,85668,500
06/09/2016,02:00,ABI,73641,500
06/10/2016,02:00,AMA,65662,500
06/11/2016,02:00,BPT,48826,500
06/12/2016,02:00,BPT,80090,500
06/13/2016,02:00,AMA,95572,500
06/14/2016,02:00,BPT,96551,500
06/15/2016,02:00,BPT,46480,500
06/16/2016,02:00,BPT,29535,500
06/17/2016,02:00,ABI,75649,500
06/18/2016,02:00,BPT,92260,500
06/19/2016,02:00,BPT,79767,500
06/20/2016,02:00,BPT,17248,500
06/21/2016,02:00,AMA,66539,500
06/22/2016,02:00,BPT,43988,500
06/23/2016,02:00,ABI,65152,500
06/24/2016,02:00,AMA,95270,500
06/25/2016,02:00,AMA,55203,500
06/26/2016,02:00,BPT,36068,500
06/27/2016,02:00,ABI,22027,500
06/28/2016,02:00,ABI,58647,500
06/29/2016,02:00,ABI,73530,500
06/30/2016,02:00,AMA,44512,500
07/01/2016,02:00,AMA,67118,500
07/02/2016,02:00,BPT,89673,500
07/03/2016,02:00,AMA,92508,500
07/04/2016,02:00,BPT,31635,500
07/05/2016,02:00,AMA,36664,500
07/06/2016,02:00,AMA,86811,500
07/07/2016,02:00,BPT,61095,500
07/08/2016,02:00,BPT,76404,500
07/09/2016,02:00,AMA,29098,500
07/10/2016,02:00,ABI,27721,500
07/11/2016,02:00,AMA,27800,500
07/12/2016,02:00,ABI,69537,500
07/13/2016,02:00,ABI,72352,500
07/14/2016,02:00,ABI,96349,500
07/15/2016,02:00,ABI,29737,500
07/16/2016,02:00,BPT,17174,500
07/17/2016,02:00,BPT,38399,500
07/18/2016,02:00,ABI,84005,500
07/19/2016,02:00,AMA,32265,500
07/20/2016,02:00,ABI,65935,500
07/21/2016,02:00,BPT,64699,500
07/22/2016,02:00,ABI,75048,500
07/23/2016,02:00,ABI,84782,500
07/24/2016,02:00,ABI,66180,500
07/25/2016,02:00,AMA,26652,500
07/26/2016,02:00,AMA,91994,500
07/27/2016,02:00,AMA,29532,500
07/28/2016,02:00,AMA,90533,500
07/29/2016,02:00,ABI,43799,500
07/30/2016,02:00,ABI,32335,500
07/31/2016,02:00,ABI,79989,500
08/01/2016,02:00,BPT,17594,500
08/02/2016,02:00,BPT,40410,500
08/03/2016,02:00,AMA,87364,500
08/04/2016,02:00,AMA,93458,500
08/05/2016,02:00,AMA,74529,500
08/06/2016,02:00,ABI,41200,500
08/07/2016,02:00,ABI,24256,500
08/08/2016,02:00,BPT,75762,500
08/09/2016,02:00,ABI,63384,500
08/10/2016,02:00,BPT,82606,500
08/11/2016,02:00,ABI,46276,500
08/12/2016,02:00,ABI,12718,500
08/13/2016,02:00,BPT,61101,500
08/14/2016,02:00,ABI,26990,500
08/15/2016,02:00,ABI,38601,500
08/16/2016,02:00,ABI,27236,500
08/17/2016,02:00,AMA,97987,500
08/18/2016,02:00,ABI,56561,500
08/19/2016,02:00,ABI,98348,500
08/20/2016,02:00,BPT,85148,500
08/21/2016,02:00,ABI,57896,500
08/22/2016,02:00,AMA,42537,500
08/23/2016,02:00,ABI,53630,500
08/24/2016,02:00,ABI,63563,500
08/25/2016,02:00,ABI,51264,500
08/26/2016,02:00,BPT,44772,500
08/27/2016,02:00,ABI,30593,500
08/28/2016,02:00,ABI,40342,500
08/29/2016,02:00,ABI,32685,500
08/30/2016,02:00,ABI,75727,500
08/31/2016,02:00,BPT,26515,500
09/01/2016,02:00,BPT,93280,500
09/02/2016,02:00,ABI,11380,500
09/03/2016,02:00,BPT,17498,500
09/04/2016,02:00,AMA,46265,500
09/05/2016,02:00,ABI,11893,500
09/06/2016,02:00,AMA,12452,500
